,side,position,grade,first_move,second_move,third_move
85,3,27,2,U2,L,
86,3,27,2,B2,L',
87,3,29,2,R',F,
88,3,30,2,B',R,
89,3,32,1,B',,
90,3,33,3,R,B',L'
91,3,33,3,B,L,F'
92,3,33,3,R',F',L
93,3,33,3,B',R,F
94,3,35,1,R2,,
95,3,38,1,B2,,
96,3,40,3,R,B,R
97,3,40,3,B,L',B
98,3,40,3,R',F,R'
99,3,40,3,B',R',B'
100,3,41,2,R,B',
101,3,43,1,R,,
102,3,46,2,R,B2,
103,3,46,2,R',U2,
104,3,46,2,U2,L',
105,3,46,2,B2,L,
106,3,48,2,R,B,
107,4,5,1,U2,,
108,4,13,2,L,F,
109,4,20,1,L,,
110,4,21,2,L,F2,
111,4,21,2,U2,R',
112,4,28,2,L,F',
113,4,36,1,L2,,
114,4,37,2,U2,R2,
115,4,37,2,L2,D2,
116,4,42,2,L',B,
117,4,44,1,L',,
118,4,45,2,L',B2,
119,4,45,2,U2,R,
120,4,47,2,L',B',
121,5,4,1,U2,,
122,5,13,2,R',F',
123,5,20,2,R',F2,
124,5,20,2,U2,L,
125,5,21,1,R',,
126,5,28,2,R',F,
127,5,36,2,U2,L2,
128,5,36,2,R2,D2,
129,5,37,1,R2,,
130,5,42,2,R,B',
131,5,44,2,R,B2,
132,5,44,2,U2,L',
133,5,45,1,R,,
134,5,47,2,R,B,
135,6,1,3,F,R,B
136,6,1,3,L,F,L'
137,6,1,3,F',L,B'
138,6,1,3,L',B,L
139,6,3,1,U2,,
140,6,8,3,F,R',F'
141,6,8,3,L,F',R
142,6,8,3,L,D2,R'
143,6,8,3,F',L',F
144,6,8,3,L',B',R'
145,6,9,2,F,U2,
146,6,9,2,F',L2,
147,6,9,2,U2,B,
148,6,9,2,L2,B',
149,6,11,2,F',L',
150,6,12,2,L,F,
151,6,14,2,L,F2,
152,6,14,2,L',U2,
153,6,14,2,U2,R',
154,6,14,2,F2,R,
155,6,15,1,F,,
156,6,17,2,F,R,
157,6,24,2,F',L,
158,6,26,1,F',,
159,6,27,1,L,,
160,6,29,2,L,F',
161,6,30,2,F,R',
162,6,32,2,F,R2,
163,6,32,2,F',D2,
164,6,32,2,U2,B',
165,6,32,2,L2,B,
166,6,33,3,F,R',F
167,6,33,3,L,F,L
168,6,33,3,F',L',F'
169,6,33,3,L',B,L'
170,6,35,1,F2,,
171,6,38,1,L2,,
172,6,40,3,F,R,B'
173,6,40,3,L,F',R'
174,6,40,3,L,D2,R
175,6,40,3,F',L,B
176,6,40,3,L',B',R
177,6,41,2,L',B,
178,6,43,2,L',B2,
179,6,43,2,U2,R,
180,6,43,2,F2,R',
181,6,46,1,L',,
182,6,48,2,L,D2,
183,6,48,2,L',B',
184,7,2,1,U2,,
185,7,10,2,F',L',
186,7,16,2,F,R,
187,7,18,2,F',L2,
188,7,18,2,U2,B,
189,7,19,1,F',,
190,7,22,1,F,,
191,7,23,2,F,R2,
192,7,23,2,U2,B',
193,7,25,2,F',L,
194,7,31,2,F,R',
195,7,34,1,F2,,
196,7,39,2,U2,B2,
197,7,39,2,F2,D2,
198,8,1,1,U2,,
199,8,3,3,R,B',R'
200,8,3,3,F,R',B
201,8,3,3,R',F',R
202,8,3,3,F',L',B'
203,8,6,3,R,B,L
204,8,6,3,R,D2,L'
205,8,6,3,F,R,F'
206,8,6,3,R',F,L'
207,8,6,3,F',L,F
208,8,9,2,F',L',
209,8,11,1,F',,
210,8,12,2,R,U2,
211,8,12,2,R',F2,
212,8,12,2,U2,L,
213,8,12,2,F2,L',
214,8,14,2,R',F',
215,8,15,2,F,R,
216,8,17,2,F,R2,
217,8,17,2,F',U2,
218,8,17,2,U2,B',
219,8,17,2,R2,B,
220,8,24,2,F,D2,
221,8,24,2,F',L2,
222,8,24,2,U2,B,
223,8,24,2,R2,B',
224,8,26,2,F',L,
225,8,27,2,R,D2,
226,8,27,2,R',F,
227,8,29,1,R',,
228,8,30,1,F,,
229,8,32,2,F,R',
230,8,33,1,F2,,
231,8,35,3,R,B',R
232,8,35,3,F,R,F
233,8,35,3,R',F',R'
234,8,35,3,F',L,F'
235,8,38,3,R,B,L'
236,8,38,3,R,D2,L
237,8,38,3,F,R',B'
238,8,38,3,R',F,L
239,8,38,3,F',L',B
240,8,40,1,R2,,
241,8,41,2,R,B2,
242,8,41,2,R',D2,
243,8,41,2,U2,L',
244,8,41,2,F2,L,
245,8,43,2,R,B',
246,8,46,2,R,B,
247,8,48,1,R,,
248,9,1,2,L',B',
249,9,3,1,B',,
250,9,6,2,B,L2,
251,9,6,2,B',U2,
252,9,6,2,U2,F',
253,9,6,2,L2,F,
254,9,8,2,L,F,
255,9,11,1,L,,
256,9,12,3,L,F',L'
257,9,12,3,B,L',F
258,9,12,3,L',B',L
259,9,12,3,B',R',F'
260,9,14,2,B',R',
261,9,15,1,U2,,
262,9,17,2,L,U2,
263,9,17,2,L',B2,
264,9,17,2,U2,R,
265,9,17,2,B2,R',
266,9,24,1,L',,
267,9,26,1,L2,,
268,9,27,2,B,L',
269,9,29,3,L,F,R'
270,9,29,3,B,L',F'
271,9,29,3,L',B,R
272,9,29,3,B',R',F
273,9,30,2,L,F2,
274,9,30,2,L',D2,
275,9,30,2,U2,R',
276,9,30,2,B2,R,
277,9,32,1,B2,,
278,9,33,2,L,F',
279,9,35,2,B,D2,
280,9,35,2,B',R2,
281,9,35,2,U2,F,
282,9,35,2,L2,F',
283,9,38,1,B,,
284,9,40,2,L',B,
285,9,41,3,L,F',L
286,9,41,3,B,L,B
287,9,41,3,L',B',L'
288,9,41,3,B',R,B'
289,9,43,2,B',R,
290,9,46,2,B,L,
291,9,48,3,L,F,R
292,9,48,3,B,L,B'
293,9,48,3,B,L',D2
294,9,48,3,L',B,R'
295,9,48,3,B',R,B
296,10,2,2,L',B',
297,10,7,2,L,F,
298,10,16,1,U2,,
299,10,18,1,L',,
300,10,19,1,L,,
301,10,22,2,L,F2,
302,10,22,2,U2,R',
303,10,23,2,L',B2,
304,10,23,2,U2,R,
305,10,25,1,L2,,
306,10,31,2,U2,R2,
307,10,31,2,L2,D2,
308,10,34,2,L,F',
309,10,39,2,L',B,
310,11,1,2,F,U2,
311,11,1,2,F',L2,
312,11,1,2,U2,B,
313,11,1,2,L2,B',
314,11,3,2,L',B',
315,11,6,2,L,F,
316,11,8,1,F,,
317,11,9,1,L',,
318,11,12,2,F',L',
319,11,14,3,F,R',F'
320,11,14,3,L,F',R
321,11,14,3,F',L',F
322,11,14,3,L',B',R'
323,11,15,2,L,F2,
324,11,15,2,L',U2,
325,11,15,2,U2,R',
326,11,15,2,F2,R,
327,11,17,1,U2,,
328,11,24,1,L2,,
329,11,26,1,L,,
330,11,27,3,F,R,D2
331,11,27,3,F,R',F
332,11,27,3,L,F,L
333,11,27,3,F',L',F'
334,11,27,3,L',B,L'
335,11,29,2,F,R',
336,11,30,1,F2,,
337,11,32,2,L,D2,
338,11,32,2,L',B2,
339,11,32,2,U2,R,
340,11,32,2,F2,R',
341,11,33,1,F',,
342,11,35,2,L,F',
343,11,38,2,L',B,
344,11,40,2,F,R2,
345,11,40,2,F',D2,
346,11,40,2,U2,B',
347,11,40,2,L2,B,
348,11,41,2,F',L,
349,11,43,3,F,R,B'
350,11,43,3,L,F',R'
351,11,43,3,F',L,B
352,11,43,3,L',B',R
353,11,46,3,F,R,B
354,11,46,3,L,F,L'
355,11,46,3,F',L,B'
356,11,46,3,L',B,L
357,11,48,2,F,R,
358,12,1,1,L',,
359,12,3,2,F,R,
360,12,6,2,F',L',
361,12,8,2,L,F2,
362,12,8,2,L',U2,
363,12,8,2,U2,R',
364,12,8,2,F2,R,
365,12,9,3,F,R,B
366,12,9,3,L,F,L'
367,12,9,3,F',L,B'
368,12,9,3,L',B,L
369,12,11,2,L,F,
370,12,14,1,F,,
371,12,15,3,F,R',F'
372,12,15,3,L,F',R
373,12,15,3,F',L',F
374,12,15,3,L',B',R'
375,12,17,2,L',B',
376,12,24,2,L',B,
377,12,26,3,F,R',F
378,12,26,3,L,F,L
379,12,26,3,F',L',F'
380,12,26,3,L',B,L'
381,12,27,1,F',,
382,12,29,1,F2,,
383,12,30,2,L,F',
384,12,32,3,F,R,B'
385,12,32,3,L,F',R'
386,12,32,3,F',L,B
387,12,32,3,L',B',R
388,12,33,1,L,,
389,12,35,2,F,R',
390,12,38,2,F',L,
391,12,40,2,L,D2,
392,12,40,2,L',B2,
393,12,40,2,U2,R,
394,12,40,2,F2,R',
395,12,41,1,L2,,
396,12,43,2,F,R2,
397,12,43,2,U2,B',
398,12,43,2,L2,B,
399,12,46,2,F,U2,
400,12,46,2,F',L2,
401,12,46,2,U2,B,
402,12,46,2,L2,B',
403,12,48,1,U2,,
404,13,4,2,F',L',
405,13,5,2,F,R,
406,13,20,1,F',,
407,13,21,1,F,,
408,13,28,1,F2,,
409,13,36,2,F',L,
410,13,37,2,F,R',
411,13,42,2,U2,B2,
412,13,42,2,F2,D2,
413,13,44,2,F',L2,
414,13,44,2,U2,B,
415,13,45,2,F,R2,
416,13,45,2,U2,B',
417,13,47,1,U2,,
418,14,1,2,F',L',
419,14,3,1,R,,
420,14,6,2,R,U2,
421,14,6,2,R',F2,
422,14,6,2,U2,L,
423,14,6,2,F2,L',
424,14,8,2,F,R,
425,14,9,2,R,B,
426,14,11,3,R,B,L
427,14,11,3,F,R,F'
428,14,11,3,R',F,L'
429,14,11,3,F',L,F
430,14,12,1,F',,
431,14,15,2,R',F',
432,14,17,3,R,B',R'
433,14,17,3,F,R',B
434,14,17,3,R',F',R
435,14,17,3,F',L',B'
436,14,24,3,R,B,L'
437,14,24,3,F,R',B'
438,14,24,3,R',F,L
439,14,24,3,F',L',B
440,14,26,2,R',F,
441,14,27,1,F2,,
442,14,29,1,F,,
443,14,30,3,R,B',R
444,14,30,3,F,R,F
445,14,30,3,R',F',R'
446,14,30,3,F',L,F'
447,14,32,2,R,B',
448,14,33,2,F',L,
449,14,35,1,R',,
450,14,38,2,R,B2,
451,14,38,2,R',D2,
452,14,38,2,U2,L',
453,14,38,2,F2,L,
454,14,40,2,F,R',
455,14,41,2,F,D2,
456,14,41,2,F',L2,
457,14,41,2,U2,B,
458,14,41,2,R2,B',
459,14,43,1,R2,,
460,14,46,1,U2,,
461,14,48,2,F,R2,
462,14,48,2,F',U2,
463,14,48,2,U2,B',
464,14,48,2,R2,B,
465,14,48,2,F2,D2,
466,15,1,2,R,B,
467,15,3,2,F,R2,
468,15,3,2,F',U2,
469,15,3,2,U2,B',
470,15,3,2,R2,B,
471,15,6,1,F',,
472,15,8,2,R',F',
473,15,9,1,U2,,
474,15,11,2,R,U2,
475,15,11,2,R',F2,
476,15,11,2,U2,L,
477,15,11,2,F2,L',
478,15,12,3,R,B,L
479,15,12,3,F,R,F'
480,15,12,3,R',F,L'
481,15,12,3,F',L,F
482,15,14,2,F,R,
483,15,17,1,R,,
484,15,24,2,R,B2,
485,15,24,2,R',D2,
486,15,24,2,U2,L',
487,15,24,2,F2,L,
488,15,26,1,F2,,
489,15,27,2,F',L,
490,15,29,3,R,B',R
491,15,29,3,F,R,F
492,15,29,3,R',F',R'
493,15,29,3,F',L,F'
494,15,30,1,R',,
495,15,32,1,R2,,
496,15,33,2,R',F,
497,15,35,1,F,,
498,15,38,2,F,D2,
499,15,38,2,F',L2,
500,15,38,2,U2,B,
501,15,38,2,R2,B',
502,15,40,2,R,B',
503,15,41,3,R,B,L'
504,15,41,3,F,R',B'
505,15,41,3,R',F,L
506,15,41,3,F',L',B
507,15,43,2,F,R',
508,15,46,2,F',L',
509,15,48,3,R,B',R'
510,15,48,3,F,R',B
511,15,48,3,R',F',R
512,15,48,3,F',L,D2
513,15,48,3,F',L',B'
514,16,2,2,R,B,
515,16,7,2,R',F',
516,16,10,1,U2,,
517,16,18,2,R,B2,
518,16,18,2,U2,L',
519,16,19,2,R',F2,
520,16,19,2,U2,L,
521,16,22,1,R',,
522,16,23,1,R,,
523,16,25,2,U2,L2,
524,16,25,2,R2,D2,
525,16,31,1,R2,,
526,16,34,2,R',F,
527,16,39,2,R,B',
528,17,1,1,B,,
529,17,3,2,R,B,
530,17,6,2,R',F',
531,17,8,2,B,U2,
532,17,8,2,B',R2,
533,17,8,2,U2,F,
534,17,8,2,R2,F',
535,17,9,2,R,B2,
536,17,9,2,R',U2,
537,17,9,2,U2,L',
538,17,9,2,B2,L,
539,17,11,1,U2,,
540,17,12,2,B,L,
541,17,14,3,R,B,R'
542,17,14,3,B,L,F
543,17,14,3,R',F,R
544,17,14,3,B',R,F'
545,17,15,1,R',,
546,17,24,1,B2,,
547,17,26,2,R,D2,
548,17,26,2,R',F2,
549,17,26,2,U2,L,
550,17,26,2,B2,L',
551,17,27,3,R,B',L'
552,17,27,3,B,L,F'
553,17,27,3,R',F',L
554,17,27,3,B',R,F
555,17,27,3,B',R',D2
556,17,29,2,B',R,
557,17,30,1,R2,,
558,17,32,1,R,,
559,17,33,2,B,L2,
560,17,33,2,B',D2,
561,17,33,2,U2,F',
562,17,33,2,R2,F,
563,17,35,2,R',F,
564,17,38,2,R,B',
565,17,40,1,B',,
566,17,41,2,B,L',
567,17,43,3,R,B,R
568,17,43,3,B,L',B
569,17,43,3,R',F,R'
570,17,43,3,B',R',B'
571,17,46,3,R,B',L
572,17,46,3,B,L',B'
573,17,46,3,R',F',L'
574,17,46,3,B',R',B
575,17,48,2,B',R',
576,18,2,1,B',,
577,18,7,2,B',U2,
578,18,7,2,L2,F,
579,18,10,1,L,,
580,18,16,2,L,U2,
581,18,16,2,B2,R',
582,18,19,1,L2,,
583,18,22,2,L2,F2,
584,18,22,2,B2,R2,
585,18,23,1,B2,,
586,18,25,1,L',,
587,18,31,2,L',D2,
588,18,31,2,B2,R,
589,18,34,2,B,D2,
590,18,34,2,L2,F',
591,18,39,1,B,,
592,19,2,2,F,U2,
593,19,2,2,L2,B',
594,19,7,1,F,,
595,19,10,1,L',,
596,19,16,2,L',U2,
597,19,16,2,F2,R,
598,19,18,1,L2,,
599,19,22,1,F2,,
600,19,23,2,F2,R2,
601,19,23,2,L2,B2,
602,19,25,1,L,,
603,19,31,2,L,D2,
604,19,31,2,F2,R',
605,19,34,1,F',,
606,19,39,2,F',D2,
607,19,39,2,L2,B,
608,20,4,1,L',,
609,20,5,2,L',U2,
610,20,5,2,F2,R,
611,20,13,1,F,,
612,20,21,1,F2,,
613,20,28,1,F',,
614,20,36,1,L,,
615,20,37,2,L,D2,
616,20,37,2,F2,R',
617,20,42,2,F',D2,
618,20,42,2,L2,B,
619,20,44,1,L2,,
620,20,45,2,F2,R2,
621,20,45,2,L2,B2,
622,20,47,2,F,U2,
623,20,47,2,L2,B',
624,21,4,2,R,U2,
625,21,4,2,F2,L',
626,21,5,1,R,,
627,21,13,1,F',,
628,21,20,1,F2,,
629,21,28,1,F,,
630,21,36,2,R',D2,
631,21,36,2,F2,L,
632,21,37,1,R',,
633,21,42,2,F,D2,
634,21,42,2,R2,B',
635,21,44,2,R2,B2,
636,21,44,2,F2,L2,
637,21,45,1,R2,,
638,21,47,2,F',U2,
639,21,47,2,R2,B,
640,22,2,2,F',U2,
641,22,2,2,R2,B,
642,22,7,1,F',,
643,22,10,2,R,U2,
644,22,10,2,F2,L',
645,22,16,1,R,,
646,22,18,2,R2,B2,
647,22,18,2,F2,L2,
648,22,19,1,F2,,
649,22,23,1,R2,,
650,22,25,2,R',D2,
651,22,25,2,F2,L,
652,22,31,1,R',,
653,22,34,1,F,,
654,22,39,2,F,D2,
655,22,39,2,R2,B',
656,23,2,1,B,,
657,23,7,2,B,U2,
658,23,7,2,R2,F',
659,23,10,2,R',U2,
660,23,10,2,B2,L,
661,23,16,1,R',,
662,23,18,1,B2,,
663,23,19,2,R2,F2,
664,23,19,2,B2,L2,
665,23,22,1,R2,,
666,23,25,2,R,D2,
667,23,25,2,B2,L',
668,23,31,1,R,,
669,23,34,2,B',D2,
670,23,34,2,R2,F,
671,23,39,1,B',,
672,24,1,1,B',,
673,24,3,2,L,B',
674,24,6,2,L',F,
675,24,8,2,B,R2,
676,24,8,2,B',U2,
677,24,8,2,D2,F',
678,24,8,2,L2,F,
679,24,9,1,L,,
680,24,11,1,L2,,
681,24,12,2,B',L,
682,24,14,3,L,B',R'
683,24,14,3,B,R,F'
684,24,14,3,L',F',R
685,24,14,3,B',L,F
686,24,15,2,L,U2,
687,24,15,2,L',F2,
688,24,15,2,D2,R,
689,24,15,2,B2,R',
690,24,17,1,B2,,
691,24,26,1,L',,
692,24,27,3,L,B,L'
693,24,27,3,B,R,F
694,24,27,3,B,R',D2
695,24,27,3,L',F,L
696,24,27,3,B',L,F'
697,24,29,2,B,R,
698,24,30,1,D2,,
699,24,32,2,L,B2,
700,24,32,2,L',D2,
701,24,32,2,D2,R',
702,24,32,2,B2,R,
703,24,33,2,B,D2,
704,24,33,2,B',L2,
705,24,33,2,D2,F,
706,24,33,2,L2,F',
707,24,35,2,L',F',
708,24,38,2,L,B,
709,24,40,1,B,,
710,24,41,2,B',L',
711,24,43,3,L,B',R
712,24,43,3,B,R',B'
713,24,43,3,L',F',R'
714,24,43,3,B',L',B
715,24,46,3,L,B,L
716,24,46,3,B,R',B
717,24,46,3,L',F,L'
718,24,46,3,B',L',B'
719,24,48,2,B,R',
720,25,2,2,L,B',
721,25,7,2,L',F,
722,25,10,1,L2,,
723,25,16,2,D2,R2,
724,25,16,2,L2,U2,
725,25,18,1,L,,
726,25,19,1,L',,
727,25,22,2,L',F2,
728,25,22,2,D2,R,
729,25,23,2,L,B2,
730,25,23,2,D2,R',
731,25,31,1,D2,,
732,25,34,2,L',F',
733,25,39,2,L,B,
734,26,1,2,L,B',
735,26,3,2,F,U2,
736,26,3,2,F',R2,
737,26,3,2,D2,B,
738,26,3,2,L2,B',
739,26,6,1,F,,
740,26,8,2,L',F,
741,26,9,1,L2,,
742,26,11,1,L',,
743,26,12,3,F,L,F
744,26,12,3,L,B',L
745,26,12,3,F',R,F'
746,26,12,3,L',F',L'
747,26,14,2,F',R,
748,26,15,1,F2,,
749,26,17,2,L,B2,
750,26,17,2,L',U2,
751,26,17,2,F2,R,
752,26,17,2,D2,R',
753,26,24,1,L,,
754,26,27,2,F,L,
755,26,29,3,F,L,F'
756,26,29,3,L,B,R
757,26,29,3,F',R,F
758,26,29,3,L',F,R'
759,26,30,2,L,D2,
760,26,30,2,L',F2,
761,26,30,2,F2,R',
762,26,30,2,D2,R,
763,26,32,1,D2,,
764,26,33,2,L',F',
765,26,35,1,F',,
766,26,38,2,F,L2,
767,26,38,2,F',D2,
768,26,38,2,D2,B',
769,26,38,2,L2,B,
770,26,40,2,L,B,
771,26,41,3,F,L',B
772,26,41,3,L,B',L'
773,26,41,3,F',R',B'
774,26,41,3,L',F',L
775,26,43,2,F',R',
776,26,46,2,F,L',
777,26,48,3,F,L,D2
778,26,48,3,F,L',B'
779,26,48,3,L,B,R'
780,26,48,3,F',R',B
781,26,48,3,L',F,R
782,27,1,2,F,L',
783,27,3,2,L,B2,
784,27,3,2,L',U2,
785,27,3,2,F2,R,
786,27,6,1,L',,
787,27,8,2,F',R,
788,27,8,2,D2,R',
789,27,9,2,L,B',
790,27,11,3,F,L,F
791,27,11,3,L,B',L
792,27,11,3,F',R,F'
793,27,11,3,L',F',L'
794,27,11,3,D2,R',F'
795,27,12,1,F,,
796,27,14,1,F2,,
797,27,15,2,L',F,
798,27,17,3,F,L',B'
799,27,17,3,L,B,R'
800,27,17,3,F',R',B
801,27,17,3,L',F,R
802,27,17,3,D2,R,B
803,27,24,3,F,L',B
804,27,24,3,L,B',L'
805,27,24,3,F',R',B'
806,27,24,3,L',F',L
807,27,24,3,D2,R,B'
808,27,26,2,L',F',
809,27,29,1,F',,
810,27,30,3,F,L,F'
811,27,30,3,L,B,R
812,27,30,3,F',R,F
813,27,30,3,L',F,R'
814,27,30,3,D2,R',F
815,27,32,2,L,B,
816,27,33,2,F,L,
817,27,35,2,L,D2,
818,27,35,2,L',F2,
819,27,35,2,F2,R',
820,27,38,1,L,,
821,27,40,2,F',R',
822,27,40,2,D2,R,
823,27,41,2,F,L2,
824,27,41,2,F',D2,
825,27,41,2,D2,B2,
826,27,41,2,L2,B,
827,27,43,2,F2,R2,
828,27,43,2,D2,B',
829,27,43,2,L2,B2,
830,27,46,1,L2,,
831,27,48,1,D2,,
832,28,4,2,F,L',
833,28,5,2,F',R,
834,28,13,1,F2,,
835,28,20,1,F,,
836,28,21,1,F',,
837,28,36,2,F,L,
838,28,37,2,F',R',
839,28,42,1,D2,,
840,28,44,2,F,L2,
841,28,44,2,D2,B',
842,28,45,2,F',R2,
843,28,45,2,D2,B,
844,28,47,2,F2,U2,
845,28,47,2,D2,B2,
846,29,1,2,R,U2,
847,29,1,2,R',B2,
848,29,1,2,F2,L',
849,29,1,2,D2,L,
850,29,3,2,F',R,
851,29,6,2,F,L',
852,29,8,1,R,,
853,29,9,3,R,F',L'
854,29,9,3,F,L,B'
855,29,9,3,R',B',L
856,29,9,3,F',R,B
857,29,11,2,R,F',
858,29,12,1,F2,,
859,29,14,1,F',,
860,29,15,3,R,F,R
861,29,15,3,F,L',F
862,29,15,3,R',B,R'
863,29,15,3,F',R',F'
864,29,17,2,R',B,
865,29,24,2,R',B',
866,29,26,3,R,F',L
867,29,26,3,F,L',F'
868,29,26,3,R',B',L'
869,29,26,3,F',R',F
870,29,27,1,F,,
871,29,30,2,R,F,
872,29,32,3,R,F,R'
873,29,32,3,F,L,B
874,29,32,3,R',B,R
875,29,32,3,F',R,B'
876,29,33,2,R,F2,
877,29,33,2,R',D2,
878,29,33,2,F2,L,
879,29,33,2,D2,L',
880,29,35,2,F',R',
881,29,38,2,F,L,
882,29,40,1,R',,
883,29,41,1,D2,,
884,29,43,2,F',R2,
885,29,43,2,R2,B',
886,29,43,2,D2,B,
887,29,46,2,F,L2,
888,29,46,2,F',U2,
889,29,46,2,R2,B,
890,29,46,2,D2,B',
891,29,48,1,R2,,
892,30,1,2,F,L2,
893,30,1,2,F',U2,
894,30,1,2,R2,B,
895,30,1,2,D2,B',
896,30,3,2,R',B,
897,30,6,2,R,F',
898,30,8,1,F',,
899,30,9,2,R,U2,
900,30,9,2,R',B2,
901,30,9,2,F2,L',
902,30,9,2,D2,L,
903,30,11,1,F2,,
904,30,12,2,F,L',
905,30,14,3,R,F,R
906,30,14,3,F,L',F
907,30,14,3,R',B,R'
908,30,14,3,F',R',F'
909,30,15,1,R,,
910,30,17,1,R2,,
911,30,24,1,D2,,
912,30,26,2,R,F2,
913,30,26,2,R',D2,
914,30,26,2,F2,L,
915,30,26,2,D2,L',
916,30,27,3,R,F',L
917,30,27,3,F,L',F'
918,30,27,3,R',B',L'
919,30,27,3,F',R,D2
920,30,27,3,F',R',F
921,30,29,2,F',R',
922,30,32,1,R',,
923,30,33,1,F,,
924,30,35,2,R,F,
925,30,38,2,R',B',
926,30,40,2,F,D2,
927,30,40,2,F',R2,
928,30,40,2,R2,B',
929,30,40,2,D2,B,
930,30,41,2,F,L,
931,30,43,3,R,F,R'
932,30,43,3,F,L,B
933,30,43,3,R',B,R
934,30,43,3,F',R,B'
935,30,46,3,R,F',L'
936,30,46,3,F,L,B'
937,30,46,3,R',B',L
938,30,46,3,F',R,B
939,30,48,2,F',R,
940,31,2,2,R',B,
941,31,7,2,R,F',
942,31,10,2,R2,U2,
943,31,10,2,D2,L2,
944,31,16,1,R2,,
945,31,18,2,R',B2,
946,31,18,2,D2,L,
947,31,19,2,R,F2,
948,31,19,2,D2,L',
949,31,22,1,R,,
950,31,23,1,R',,
951,31,25,1,D2,,
952,31,34,2,R,F,
953,31,39,2,R',B',
954,32,1,2,R',B,
955,32,3,1,B,,
956,32,6,2,B,U2,
957,32,6,2,B',L2,
958,32,6,2,R2,F',
959,32,6,2,D2,F,
960,32,8,2,R,F',
961,32,9,1,B2,,
962,32,11,2,R,F2,
963,32,11,2,R',U2,
964,32,11,2,D2,L',
965,32,11,2,B2,L,
966,32,12,3,R,F,L'
967,32,12,3,B,R',F'
968,32,12,3,R',B,L
969,32,12,3,B',L',F
970,32,14,2,B,R',
971,32,15,1,R2,,
972,32,17,1,R',,
973,32,24,2,R,D2,
974,32,24,2,R',B2,
975,32,24,2,D2,L,
976,32,24,2,B2,L',
977,32,26,1,D2,,
978,32,27,2,B',L',
979,32,29,3,R,F',R'
980,32,29,3,B,R',F
981,32,29,3,R',B',R
982,32,29,3,B',L',F'
983,32,30,1,R,,
984,32,33,2,R,F,
985,32,35,2,B,R2,
986,32,35,2,B',D2,
987,32,35,2,R2,F,
988,32,35,2,D2,F',
989,32,38,1,B',,
990,32,40,2,R',B',
991,32,41,3,R,F,L
992,32,41,3,B,R,B'
993,32,41,3,R',B,L'
994,32,41,3,B',L,B
995,32,43,2,B,R,
996,32,46,2,B',L,
997,32,48,3,R,F',R
998,32,48,3,B,R,B
999,32,48,3,R',B',R'
1000,32,48,3,B',L,B'
1001,32,48,3,B',L',D2
1002,33,1,1,L2,,
1003,33,3,3,F,L',B'
1004,33,3,3,L,B,R'
1005,33,3,3,F',R',B
1006,33,3,3,L',F,R
1007,33,6,3,F,L,F
1008,33,6,3,L,B',L
1009,33,6,3,F',R,F'
1010,33,6,3,L',F',L'
1011,33,8,1,F2,,
1012,33,9,2,F,L',
1013,33,11,1,F,,
1014,33,12,1,L',,
1015,33,14,2,L',F,
