,side,position,grade,first_move,second_move,third_move
194,13,31,2,U',R2,
195,13,31,2,F2,D,
196,13,42,2,U2,B2,
197,13,42,2,F2,D2,
198,13,47,1,U2,,
199,14,9,3,F2,D2,U'
200,14,11,1,U,,
201,14,12,3,F2,D2,U2
202,14,15,3,F2,D2,U
203,14,17,1,U',,
204,14,24,2,U,L2,
205,14,24,2,U',B2,
206,14,24,2,F2,D',
207,14,26,4,F2,D2,U
208,14,26,4,F2,D2,U'
209,14,26,4,F2,D2,R2
210,14,26,4,F2,D2,B2
211,14,27,1,F2,,
212,14,29,3,F2,D2,R2
213,14,30,2,U,F2,
214,14,30,2,U',R2,
215,14,30,2,F2,D,
216,14,32,4,F2,D2,U
217,14,32,4,F2,D2,U'
218,14,32,4,F2,D2,R2
219,14,32,4,F2,D2,B2
220,14,41,3,F2,D2,B2
221,14,43,1,R2,,
222,14,46,1,U2,,
223,14,48,2,F2,D2,
224,15,9,1,U2,,
225,15,11,3,U',D,L2
226,15,11,3,U',D',F2
227,15,12,1,U,,
228,15,14,3,U',D2,F2
229,15,17,3,U',D,B2
230,15,17,3,U',D',R2
231,15,24,2,U',D,
232,15,26,1,F2,,
233,15,27,2,U',D2,
234,15,29,2,U,F2,
235,15,29,2,U',R2,
236,15,29,2,R2,D',
237,15,29,2,F2,D,
238,15,30,2,U',D',
239,15,32,1,R2,,
240,15,41,2,U,L2,
241,15,41,2,U',B2,
242,15,41,2,R2,D,
243,15,41,2,F2,D',
244,15,43,4,U',D2,F2
245,15,43,4,U',D2,L2
246,15,46,3,U',D2,L2
247,15,48,1,U',,
248,16,10,1,U2,,
249,16,13,1,U,,
250,16,25,2,U2,L2,
251,16,25,2,R2,D2,
252,16,28,2,U,F2,
253,16,28,2,R2,D',
254,16,31,1,R2,,
255,16,42,2,U',B2,
256,16,42,2,R2,D,
257,16,47,1,U',,
258,17,9,3,R2,D,U'
259,17,9,3,B2,D',U'
260,17,11,1,U2,,
261,17,12,3,R2,D,U2
262,17,12,3,B2,D',U2
263,17,14,1,U,,
264,17,15,3,R2,D,U
265,17,15,3,B2,D',U
266,17,24,1,B2,,
267,17,26,4,R2,D,U
268,17,26,4,R2,D,U'
269,17,26,4,R2,D,R2
270,17,26,4,R2,D,B2
271,17,26,4,B2,D',U
272,17,26,4,B2,D',U'
273,17,26,4,B2,D',R2
274,17,26,4,B2,D',B2
275,17,27,2,U,F2,
276,17,27,2,U',L2,
277,17,27,2,R2,D',
278,17,27,2,B2,D,
279,17,29,3,R2,D,R2
280,17,29,3,B2,D',R2
281,17,30,1,R2,,
282,17,32,4,R2,D,U
283,17,32,4,R2,D,U'
284,17,32,4,R2,D,R2
285,17,32,4,R2,D,B2
286,17,32,4,B2,D',U
287,17,32,4,B2,D',U'
288,17,32,4,B2,D',R2
289,17,32,4,B2,D',B2
290,17,41,3,R2,D,B2
291,17,41,3,B2,D',B2
292,17,43,2,U,R2,
293,17,43,2,U',B2,
294,17,46,1,U',,
295,17,48,2,R2,D,
296,17,48,2,B2,D',
297,18,19,1,L2,,
298,18,22,2,L2,F2,
299,18,22,2,B2,R2,
300,18,23,1,B2,,
301,19,18,1,L2,,
302,19,22,1,F2,,
303,19,23,2,F2,R2,
304,19,23,2,L2,B2,
305,20,21,1,F2,,
306,20,44,1,L2,,
307,20,45,2,F2,R2,
308,20,45,2,L2,B2,
309,21,20,1,F2,,
310,21,44,2,R2,B2,
311,21,44,2,F2,L2,
312,21,45,1,R2,,
313,22,18,2,R2,B2,
314,22,18,2,F2,L2,
315,22,19,1,F2,,
316,22,23,1,R2,,
317,23,18,1,B2,,
318,23,19,2,R2,F2,
319,23,19,2,B2,L2,
320,23,22,1,R2,,
321,24,9,2,D',U',
322,24,11,1,L2,,
323,24,12,2,D',U2,
324,24,14,2,D,F2,
325,24,14,2,L2,U',
326,24,14,2,B2,U,
327,24,15,2,D',U,
328,24,17,1,B2,,
329,24,26,3,D',U,F2
330,24,26,3,D',U',L2
331,24,26,3,D',R2,D'
332,24,26,3,D',B2,D
333,24,27,1,D,,
334,24,29,2,D',R2,
335,24,30,1,D2,,
336,24,32,3,D',U,R2
337,24,32,3,D',U',B2
338,24,32,3,D',R2,D
339,24,32,3,D',B2,D'
340,24,41,2,D',B2,
341,24,43,3,D,F2,R2
342,24,43,3,D,L2,B2
343,24,43,3,L2,U,B2
344,24,43,3,L2,U',R2
345,24,43,3,B2,U,R2
346,24,43,3,B2,U',B2
347,24,46,2,D,L2,
348,24,46,2,L2,U,
349,24,46,2,B2,U',
350,24,48,1,D',,
351,25,10,1,L2,,
352,25,13,2,D,F2,
353,25,13,2,L2,U',
354,25,16,2,D2,R2,
355,25,16,2,L2,U2,
356,25,28,1,D,,
357,25,31,1,D2,,
358,25,42,1,D',,
359,25,47,2,D',B2,
360,25,47,2,L2,U,
361,26,9,1,L2,,
362,26,11,4,D,R2,D
363,26,11,4,D,R2,D'
364,26,11,4,D',B2,D
365,26,11,4,D',B2,D'
366,26,11,4,F2,U',D
367,26,11,4,F2,U',D'
368,26,11,4,L2,U,D
369,26,11,4,L2,U,D'
370,26,12,2,D,F2,
371,26,12,2,D',L2,
372,26,12,2,F2,U,
373,26,12,2,L2,U',
374,26,14,4,D,R2,D2
375,26,14,4,D',B2,D2
376,26,14,4,F2,U',D2
377,26,14,4,L2,U,D2
378,26,15,1,F2,,
379,26,17,4,D,R2,D
380,26,17,4,D,R2,D'
381,26,17,4,D',B2,D
382,26,17,4,D',B2,D'
383,26,17,4,F2,U',D
384,26,17,4,F2,U',D'
385,26,17,4,L2,U,D
386,26,17,4,L2,U,D'
387,26,24,3,D,R2,D
388,26,24,3,D',B2,D
389,26,24,3,F2,U',D
390,26,24,3,L2,U,D
391,26,27,3,D,R2,D2
392,26,27,3,D',B2,D2
393,26,27,3,F2,U',D2
394,26,27,3,L2,U,D2
395,26,29,1,D,,
396,26,30,3,D,R2,D'
397,26,30,3,D',B2,D'
398,26,30,3,F2,U',D'
399,26,30,3,L2,U,D'
400,26,32,1,D2,,
401,26,41,1,D',,
402,26,43,5,D,R2,D2
403,26,43,5,D',B2,D2
404,26,43,5,F2,U',D2
405,26,43,5,L2,U,D2
406,26,46,4,D,R2,D2
407,26,46,4,D',B2,D2
408,26,46,4,F2,U',D2
409,26,46,4,L2,U,D2
410,26,48,2,D,R2,
411,26,48,2,D',B2,
412,26,48,2,F2,U',
413,26,48,2,L2,U,
414,27,9,2,D2,U',
415,27,11,2,D,F2,
416,27,11,2,D',L2,
417,27,11,2,F2,U,
418,27,11,2,L2,U',
419,27,12,2,D2,U2,
420,27,14,1,F2,,
421,27,15,2,D2,U,
422,27,17,2,D,R2,
423,27,17,2,D',B2,
424,27,17,2,F2,U',
425,27,17,2,L2,U,
426,27,24,1,D',,
427,27,26,3,D2,U,F2
428,27,26,3,D2,U',L2
429,27,26,3,D2,R2,D'
430,27,26,3,D2,B2,D
431,27,29,2,D2,R2,
432,27,30,1,D,,
433,27,32,3,D2,U,R2
434,27,32,3,D2,U',B2
435,27,32,3,D2,R2,D
436,27,32,3,D2,B2,D'
437,27,41,2,D2,B2,
438,27,43,2,F2,R2,
439,27,43,2,L2,B2,
440,27,46,1,L2,,
441,27,48,1,D2,,
442,28,10,2,D',L2,
443,28,10,2,F2,U,
444,28,13,1,F2,,
445,28,16,2,D,R2,
446,28,16,2,F2,U',
447,28,25,1,D',,
448,28,31,1,D,,
449,28,42,1,D2,,
450,28,47,2,F2,U2,
451,28,47,2,D2,B2,
452,29,9,2,D,B2,
453,29,9,2,D',L2,
454,29,9,2,R2,U',
455,29,9,2,F2,U,
456,29,11,3,R2,D,L2
457,29,11,3,R2,D',F2
458,29,12,1,F2,,
459,29,14,3,R2,D2,F2
460,29,15,2,D,R2,
461,29,15,2,D',F2,
462,29,15,2,R2,U,
463,29,15,2,F2,U',
464,29,17,3,R2,D,B2
465,29,17,3,R2,D',R2
466,29,24,2,R2,D,
467,29,26,1,D',,
468,29,27,2,R2,D2,
469,29,30,2,R2,D',
470,29,32,1,D,,
471,29,41,1,D2,,
472,29,43,4,R2,D2,F2
473,29,43,4,R2,D2,L2
474,29,46,3,R2,D2,L2
475,29,48,1,R2,,
476,30,9,2,D,U',
477,30,11,1,F2,,
478,30,12,2,D,U2,
479,30,14,2,D',F2,
480,30,14,2,R2,U,
481,30,14,2,F2,U',
482,30,15,2,D,U,
483,30,17,1,R2,,
484,30,24,1,D2,,
485,30,26,3,D,U,F2
486,30,26,3,D,U',L2
487,30,26,3,D,R2,D'
488,30,26,3,D,B2,D
489,30,27,1,D',,
490,30,29,2,D,R2,
491,30,32,3,D,U,R2
492,30,32,3,D,U',B2
493,30,32,3,D,R2,D
494,30,32,3,D,B2,D'
495,30,41,2,D,B2,
496,30,43,3,D',F2,R2
497,30,43,3,D',L2,B2
498,30,43,3,R2,U,R2
499,30,43,3,R2,U',B2
500,30,43,3,F2,U,B2
501,30,43,3,F2,U',R2
502,30,46,2,D',L2,
503,30,46,2,R2,U',
504,30,46,2,F2,U,
505,30,48,1,D,,
506,31,10,2,R2,U2,
507,31,10,2,D2,L2,
508,31,13,2,D',F2,
509,31,13,2,R2,U,
510,31,16,1,R2,,
511,31,25,1,D2,,
512,31,28,1,D',,
513,31,42,1,D,,
514,31,47,2,D,B2,
515,31,47,2,R2,U',
516,32,9,1,B2,,
517,32,11,4,D,B2,D
518,32,11,4,D,B2,D'
519,32,11,4,D',R2,D
520,32,11,4,D',R2,D'
521,32,11,4,R2,U',D
522,32,11,4,R2,U',D'
523,32,11,4,B2,U,D
524,32,11,4,B2,U,D'
525,32,12,2,D,L2,
526,32,12,2,D',F2,
527,32,12,2,R2,U,
528,32,12,2,B2,U',
529,32,14,4,D,B2,D2
530,32,14,4,D',R2,D2
531,32,14,4,R2,U',D2
532,32,14,4,B2,U,D2
533,32,15,1,R2,,
534,32,17,4,D,B2,D
535,32,17,4,D,B2,D'
536,32,17,4,D',R2,D
537,32,17,4,D',R2,D'
538,32,17,4,R2,U',D
539,32,17,4,R2,U',D'
540,32,17,4,B2,U,D
541,32,17,4,B2,U,D'
542,32,24,3,D,B2,D
543,32,24,3,D',R2,D
544,32,24,3,R2,U',D
545,32,24,3,B2,U,D
546,32,26,1,D2,,
547,32,27,3,D,B2,D2
548,32,27,3,D',R2,D2
549,32,27,3,R2,U',D2
550,32,27,3,B2,U,D2
551,32,29,1,D',,
552,32,30,3,D,B2,D'
553,32,30,3,D',R2,D'
554,32,30,3,R2,U',D'
555,32,30,3,B2,U,D'
556,32,41,1,D,,
557,32,43,5,D,B2,D2
558,32,43,5,D',R2,D2
559,32,43,5,R2,U',D2
560,32,43,5,B2,U,D2
561,32,46,4,D,B2,D2
562,32,46,4,D',R2,D2
563,32,46,4,R2,U',D2
564,32,46,4,B2,U,D2
565,32,48,2,D,B2,
566,32,48,2,D',R2,
567,32,48,2,R2,U',
568,32,48,2,B2,U,
569,33,1,1,L2,,
570,33,3,2,D,R2,
571,33,3,2,D',B2,
572,33,3,2,F2,U',
573,33,3,2,L2,U,
574,33,6,2,D,F2,
575,33,6,2,D',L2,
576,33,6,2,F2,U,
577,33,6,2,L2,U',
578,33,8,1,F2,,
579,33,35,1,D,,
580,33,38,1,D',,
581,33,40,1,D2,,
582,34,2,2,F2,U2,
583,34,2,2,D2,B2,
584,34,4,2,D',L2,
585,34,4,2,F2,U,
586,34,5,2,D,R2,
587,34,5,2,F2,U',
588,34,7,1,F2,,
589,34,36,1,D',,
590,34,37,1,D,,
591,34,39,1,D2,,
592,35,1,2,D,B2,
593,35,1,2,D',L2,
594,35,1,2,R2,U',
595,35,1,2,F2,U,
596,35,3,1,R2,,
597,35,6,1,F2,,
598,35,8,2,D,R2,
599,35,8,2,D',F2,
600,35,8,2,R2,U,
601,35,8,2,F2,U',
602,35,33,1,D',,
603,35,38,1,D2,,
604,35,40,1,D,,
605,36,2,2,D',B2,
606,36,2,2,L2,U,
607,36,4,1,L2,,
608,36,5,2,D2,R2,
609,36,5,2,L2,U2,
610,36,7,2,D,F2,
611,36,7,2,L2,U',
612,36,34,1,D,,
613,36,37,1,D2,,
614,36,39,1,D',,
615,37,2,2,D,B2,
616,37,2,2,R2,U',
617,37,4,2,R2,U2,
618,37,4,2,D2,L2,
619,37,5,1,R2,,
620,37,7,2,D',F2,
621,37,7,2,R2,U,
622,37,34,1,D',,
623,37,36,1,D2,,
624,37,39,1,D,,
625,38,1,2,D,L2,
626,38,1,2,D',B2,
627,38,1,2,L2,U,
628,38,1,2,B2,U',
629,38,3,1,B2,,
630,38,6,1,L2,,
631,38,8,2,D,F2,
632,38,8,2,D',R2,
633,38,8,2,L2,U',
634,38,8,2,B2,U,
635,38,33,1,D,,
636,38,35,1,D2,,
637,38,40,1,D',,
638,39,2,1,B2,,
639,39,4,2,D,L2,
640,39,4,2,B2,U',
641,39,5,2,D',R2,
642,39,5,2,B2,U,
643,39,7,2,D2,F2,
644,39,7,2,B2,U2,
645,39,34,1,D2,,
646,39,36,1,D,,
647,39,37,1,D',,
648,40,1,1,B2,,
649,40,3,2,D,B2,
650,40,3,2,D',R2,
651,40,3,2,R2,U',
652,40,3,2,B2,U,
653,40,6,2,D,L2,
654,40,6,2,D',F2,
655,40,6,2,R2,U,
656,40,6,2,B2,U',
657,40,8,1,R2,,
658,40,33,1,D2,,
659,40,35,1,D',,
660,40,38,1,D,,
661,41,9,2,D,L2,
662,41,9,2,D',B2,
663,41,9,2,L2,U,
664,41,9,2,B2,U',
665,41,11,3,B2,D,L2
666,41,11,3,B2,D',F2
667,41,12,1,L2,,
668,41,14,3,B2,D2,F2
669,41,15,2,D,F2,
670,41,15,2,D',R2,
671,41,15,2,L2,U',
672,41,15,2,B2,U,
673,41,17,3,B2,D,B2
674,41,17,3,B2,D',R2
675,41,24,2,B2,D,
676,41,26,1,D,,
677,41,27,2,B2,D2,
678,41,29,1,D2,,
679,41,30,2,B2,D',
680,41,32,1,D',,
681,41,43,4,B2,D2,F2
682,41,43,4,B2,D2,L2
683,41,46,3,B2,D2,L2
684,41,48,1,B2,,
685,42,10,2,D,L2,
686,42,10,2,B2,U',
687,42,13,2,D2,F2,
688,42,13,2,B2,U2,
689,42,16,2,D',R2,
690,42,16,2,B2,U,
691,42,25,1,D,,
692,42,28,1,D2,,
693,42,31,1,D',,
694,42,47,1,B2,,
695,43,9,4,R2,F2,D2
696,43,9,4,B2,L2,D2
697,43,11,2,R2,U,
698,43,11,2,B2,U',
699,43,12,4,R2,F2,D2
700,43,12,4,B2,L2,D2
701,43,14,1,R2,,
702,43,15,4,R2,F2,D2
703,43,15,4,B2,L2,D2
704,43,17,2,R2,U',
705,43,17,2,B2,U,
706,43,24,3,R2,U,L2
707,43,24,3,R2,U',B2
708,43,24,3,R2,F2,D'
709,43,24,3,B2,U,B2
710,43,24,3,B2,U',L2
711,43,24,3,B2,L2,D'
712,43,26,5,R2,F2,D2
713,43,26,5,B2,L2,D2
714,43,27,2,R2,F2,
715,43,27,2,B2,L2,
716,43,29,4,R2,F2,D2
717,43,29,4,B2,L2,D2
718,43,30,3,R2,U,F2
719,43,30,3,R2,U',R2
720,43,30,3,R2,F2,D
721,43,30,3,B2,U,R2
722,43,30,3,B2,U',F2
723,43,30,3,B2,L2,D
724,43,32,5,R2,F2,D2
725,43,32,5,B2,L2,D2
726,43,41,4,R2,F2,D2
727,43,41,4,B2,L2,D2
728,43,46,1,B2,,
729,43,48,3,R2,F2,D2
730,43,48,3,B2,L2,D2
731,44,20,1,L2,,
732,44,21,2,L2,F2,
733,44,21,2,B2,R2,
734,44,45,1,B2,,
735,45,20,2,R2,F2,
736,45,20,2,B2,L2,
737,45,21,1,R2,,
738,45,44,1,B2,,
739,46,9,3,L2,D2,U'
740,46,11,1,U',,
741,46,12,3,L2,D2,U2
742,46,14,1,U2,,
743,46,15,3,L2,D2,U
744,46,17,1,U,,
745,46,24,2,U,B2,
746,46,24,2,U',L2,
747,46,24,2,L2,D',
748,46,26,4,L2,D2,U
749,46,26,4,L2,D2,U'
750,46,26,4,L2,D2,R2
751,46,26,4,L2,D2,B2
752,46,27,1,L2,,
753,46,29,3,L2,D2,R2
754,46,30,2,U,R2,
755,46,30,2,U',F2,
756,46,30,2,L2,D,
757,46,32,4,L2,D2,U
758,46,32,4,L2,D2,U'
759,46,32,4,L2,D2,R2
760,46,32,4,L2,D2,B2
761,46,41,3,L2,D2,B2
762,46,43,1,B2,,
763,46,48,2,L2,D2,
764,47,10,1,U',,
765,47,13,1,U2,,
766,47,16,1,U,,
767,47,25,2,U',L2,
768,47,25,2,B2,D,
769,47,28,2,U2,F2,
770,47,28,2,B2,D2,
771,47,31,2,U,R2,
772,47,31,2,B2,D',
773,47,42,1,B2,,
774,48,9,1,U',,
775,48,11,2,D,L2,
776,48,11,2,D',F2,
777,48,12,1,U2,,
778,48,14,2,D2,F2,
779,48,15,1,U,,
780,48,17,2,D,B2,
781,48,17,2,D',R2,
782,48,24,1,D,,
783,48,26,2,U,F2,
784,48,26,2,U',L2,
785,48,26,2,R2,D',
786,48,26,2,B2,D,
787,48,27,1,D2,,
788,48,29,1,R2,,
789,48,30,1,D',,
790,48,32,2,U,R2,
791,48,32,2,U',B2,
792,48,32,2,R2,D,
793,48,32,2,B2,D',
794,48,41,1,B2,,
795,48,43,3,D2,F2,R2
796,48,43,3,D2,L2,B2
797,48,46,2,D2,L2,
