,side,position,grade,first_move,second_move,third_move
1528,48,35,2,R,D',
1529,48,38,2,R,D,
1530,48,38,2,D2,L,
1531,48,40,1,R,,
1532,48,41,1,B2,,
1533,48,43,3,R,D',R'
1534,48,43,3,R',U',R
1535,48,43,3,D2,F2,R2
1536,48,43,3,D2,L2,B2
1537,48,46,2,D2,L2,
