,corner,position,grade,first_move,second_move,third_move
1040,46,29,2,B,D2,
1041,46,29,2,B',R2,
1042,46,29,2,U2,F,
1043,46,29,2,L2,F',
1044,46,15,2,U,R',
1045,46,15,2,L,F,
1046,46,15,2,B',U,
1047,46,17,1,U,,
1048,46,30,2,U,R2,
1049,46,30,2,U',F2,
1050,46,30,2,B',D',
1051,46,30,2,L2,D,
1052,46,32,2,U,R,
1053,46,32,2,B,D',
1054,46,32,2,L',B,
1055,46,41,1,B,,
1056,46,43,1,B2,,
1057,46,48,1,B',,
1058,46,33,2,B,L',
1059,46,33,2,U',F',
1060,46,33,2,L',D,
1061,46,35,2,L,F2,
1062,46,35,2,L',D2,
1063,46,35,2,U2,R',
1064,46,35,2,B2,R,
1065,46,38,1,L',,
1066,46,40,2,U,B',
1067,46,40,2,L',D',
1068,46,40,2,B',R,
1069,48,1,2,R,B2,
1070,48,1,2,D,B',
1071,48,1,2,R',U2,
1072,48,1,2,U2,L',
1073,48,1,2,B2,L,
1074,48,3,2,U',B',
1075,48,3,2,R',U',
1076,48,3,2,B',R',
1077,48,6,2,U,F',
1078,48,6,2,B,L,
1079,48,6,2,R',U,
1080,48,6,2,D2,L',
1081,48,8,1,R',,
1082,48,9,1,U',,
1083,48,11,2,D,L2,
1084,48,11,2,B,U',
1085,48,11,2,U',L,
1086,48,11,2,R',F',
1087,48,11,2,D',F2,
1088,48,24,1,D,,
1089,48,26,2,U,F2,
1090,48,26,2,D,L',
1091,48,26,2,U',L2,
1092,48,26,2,R2,D',
1093,48,26,2,B2,D,
1094,48,12,1,U2,,
1095,48,14,2,B,U2,
1096,48,14,2,B',R2,
1097,48,14,2,U2,F,
1098,48,14,2,R2,F',
1099,48,14,2,D2,F2,
1100,48,27,1,D2,,
1101,48,29,1,R2,,
1102,48,15,1,U,,
1103,48,17,2,U,R,
1104,48,17,2,R,B,
1105,48,17,2,D,B2,
1106,48,17,2,B,U,
1107,48,17,2,D',R2,
1108,48,30,1,D',,
1109,48,32,2,U,R2,
1110,48,32,2,U',B2,
1111,48,32,2,D',R',
1112,48,32,2,R2,D,
1113,48,32,2,B2,D',
1114,48,41,1,B2,,
1115,48,43,1,B',,
1116,48,46,1,B,,
1117,48,33,2,R,D2,
1118,48,33,2,R',F2,
1119,48,33,2,D',F,
1120,48,33,2,U2,L,
1121,48,33,2,B2,L',
1122,48,35,2,U,F,
1123,48,35,2,R,D',
1124,48,35,2,B',R,
1125,48,38,2,R,D,
1126,48,38,2,B,L',
1127,48,38,2,U',B,
1128,48,38,2,D2,L,
1129,48,40,1,R,,
1130,33,1,1,L2,,
1131,33,3,2,D,R2,
1132,33,3,2,D',B2,
1133,33,3,2,F2,U',
1134,33,3,2,L2,U,
1135,33,6,2,D,F2,
1136,33,6,2,D',L2,
1137,33,6,2,F2,U,
1138,33,6,2,L2,U',
1139,33,8,1,F2,,
1140,33,9,2,F,L',
1141,33,9,2,D',B',
1142,33,9,2,L',U,
1143,33,11,1,F,,
1144,33,24,2,F,L2,
1145,33,24,2,F',D2,
1146,33,24,2,D2,B',
1147,33,24,2,L2,B,
1148,33,26,2,F,L,
1149,33,26,2,D,F,
1150,33,26,2,L,D,
1151,33,12,1,L',,
1152,33,14,2,F,U',
1153,33,14,2,D,R,
1154,33,14,2,L',F,
1155,33,27,2,F',D',
1156,33,27,2,D',L',
1157,33,27,2,L',F',
1158,33,29,2,L,D2,
1159,33,29,2,L',F2,
1160,33,29,2,F2,R',
1161,33,29,2,D2,R,
1162,33,15,2,D,F',
1163,33,15,2,F',R,
1164,33,15,2,L',U',
1165,33,17,2,F,U2,
1166,33,17,2,F',R2,
1167,33,17,2,D2,B,
1168,33,17,2,L2,B',
1169,33,30,1,F',,
1170,33,32,2,L,D',
1171,33,32,2,F',R',
1172,33,32,2,D',B,
1173,33,41,1,L,,
1174,33,43,2,D,R',
1175,33,43,2,L,B,
1176,33,46,2,F,U,
1177,33,46,2,L,B',
1178,33,46,2,D',L,
1179,33,48,2,L,B2,
1180,33,48,2,F',D,
1181,33,48,2,L',U2,
1182,33,48,2,F2,R,
1183,33,48,2,D2,R',
1184,33,35,1,D,,
1185,33,38,1,D',,
1186,33,40,1,D2,,
1187,35,1,2,D,B2,
1188,35,1,2,D',L2,
1189,35,1,2,R2,U',
1190,35,1,2,F2,U,
1191,35,3,1,R2,,
1192,35,6,1,F2,,
1193,35,8,2,D,R2,
1194,35,8,2,D',F2,
1195,35,8,2,R2,U,
1196,35,8,2,F2,U',
1197,35,9,2,F,L2,
1198,35,9,2,F',U2,
1199,35,9,2,R2,B,
1200,35,9,2,D2,B',
1201,35,11,2,R,U,
1202,35,11,2,F,L',
1203,35,11,2,D',F,
1204,35,24,2,F,L,
1205,35,24,2,D,B',
1206,35,26,1,F,,
1207,35,12,2,R,F',
1208,35,12,2,F',U,
1209,35,12,2,D',L',
1210,35,14,1,R,,
1211,35,27,2,R,F2,
1212,35,27,2,F2,L,
1213,35,27,2,D2,L',
1214,35,29,2,R,F,
1215,35,29,2,F,D,
1216,35,29,2,D,R,
1217,35,15,1,F',,
1218,35,17,2,R,U',
1219,35,17,2,D,B,
1220,35,17,2,F',R,
1221,35,30,2,F',R',
1222,35,30,2,D',F',
1223,35,32,2,F,D2,
1224,35,32,2,F',R2,
1225,35,32,2,R2,B',
1226,35,32,2,D2,B,
1227,35,41,2,F,D',
1228,35,41,2,R',B',
1229,35,41,2,D',L,
1230,35,43,1,R',,
1231,35,46,2,R,U2,
1232,35,46,2,R',B2,
1233,35,46,2,F2,L',
1234,35,46,2,D2,L,
1235,35,48,2,D,R',
1236,35,48,2,R',B,
1237,35,48,2,F',U',
1238,35,33,1,D',,
1239,35,38,1,D2,,
1240,35,40,1,D,,
1241,38,1,2,D,L2,
1242,38,1,2,D',B2,
1243,38,1,2,L2,U,
1244,38,1,2,B2,U',
1245,38,3,1,B2,,
1246,38,6,1,L2,,
1247,38,8,2,D,F2,
1248,38,8,2,D',R2,
1249,38,8,2,L2,U',
1250,38,8,2,B2,U,
1251,38,9,1,B',,
1252,38,11,2,D,F,
1253,38,11,2,L,U',
1254,38,11,2,B',L,
1255,38,24,2,D',B',
1256,38,24,2,L',D',
1257,38,24,2,B',L',
1258,38,26,2,B,D2,
1259,38,26,2,B',L2,
1260,38,26,2,D2,F,
1261,38,26,2,L2,F',
1262,38,12,2,D,L',
1263,38,12,2,L',F,
1264,38,12,2,B',U',
1265,38,14,2,L,U2,
1266,38,14,2,L',F2,
1267,38,14,2,D2,R,
1268,38,14,2,B2,R',
1269,38,27,1,L',,
1270,38,29,2,B,D',
1271,38,29,2,D',R,
1272,38,29,2,L',F',
1273,38,15,2,B,R2,
1274,38,15,2,B',U2,
1275,38,15,2,D2,F',
1276,38,15,2,L2,F,
1277,38,17,2,L,U,
1278,38,17,2,B,R',
1279,38,17,2,D',B,
1280,38,30,2,D,F',
1281,38,30,2,B,R,
1282,38,30,2,L',D,
1283,38,32,1,B,,
1284,38,41,2,D,L,
1285,38,41,2,L,B,
1286,38,41,2,B,D,
1287,38,43,2,L,B2,
1288,38,43,2,D2,R',
1289,38,43,2,B2,R,
1290,38,46,1,L,,
1291,38,48,2,L,B',
1292,38,48,2,D',R',
1293,38,48,2,L',D2,
1294,38,48,2,B',U,
1295,38,33,1,D,,
1296,38,35,1,D2,,
1297,38,40,1,D',,
1298,40,1,1,B2,,
1299,40,3,2,D,B2,
1300,40,3,2,D',R2,
1301,40,3,2,R2,U',
1302,40,3,2,B2,U,
1303,40,6,2,D,L2,
1304,40,6,2,D',F2,
1305,40,6,2,R2,U,
1306,40,6,2,B2,U',
1307,40,8,1,R2,,
1308,40,9,2,D,B',
1309,40,9,2,R',U',
1310,40,9,2,B',L,
1311,40,11,2,B,U2,
1312,40,11,2,B',L2,
1313,40,11,2,R2,F',
1314,40,11,2,D2,F,
1315,40,24,1,B',,
1316,40,26,2,R,D',
1317,40,26,2,D',F,
1318,40,26,2,B',L',
1319,40,12,2,R,F2,
1320,40,12,2,R',U2,
1321,40,12,2,D2,L',
1322,40,12,2,B2,L,
1323,40,14,2,R,F',
1324,40,14,2,B,U,
1325,40,14,2,D',R,
1326,40,27,2,R,F,
1327,40,27,2,D,L',
1328,40,27,2,R',D2,
1329,40,27,2,B',D,
1330,40,29,1,R,,
1331,40,15,2,B,R',
1332,40,15,2,R',U,
1333,40,15,2,D',F',
1334,40,17,1,B,,
1335,40,30,2,B,R2,
1336,40,30,2,R',D',
1337,40,30,2,B',D2,
1338,40,30,2,R2,F,
1339,40,30,2,D2,F',
1340,40,32,2,R,D,
1341,40,32,2,D,B,
1342,40,32,2,B,R,
1343,40,41,2,R,D2,
1344,40,41,2,R',B2,
1345,40,41,2,D2,L,
1346,40,41,2,B2,L',
1347,40,43,2,R',B',
1348,40,43,2,D',R',
1349,40,46,2,D,L,
1350,40,46,2,B,U',
1351,40,46,2,R',B,
1352,40,48,1,R',,
1353,40,33,1,D2,,
1354,40,35,1,D',,
1355,40,38,1,D,,
